大府与之为让，至一再，乃敢改服，以宾主见。	与己同则应，不与己同则反；同于己为是之，异于己为非之。	4, 4	16, 16	f
而不必为其所不可为	若属皆且为所虏	5, 5	5, 5	f
又何间焉	遂与外人间隔	2, 2	4, 4	f
予欲宣力四方，女为。	每至于族……视为止，行为迟，动刀甚微。	8, 8	7, 7	f
亦言其人有德。	八月其获，十月陨萚。	2, 2	2, 2	f
君子有酒，旨且多。	盖闻国有道，贫且贱焉，耻也。	6, 6	7, 7	t
若然，谁令平以经术大师屈身为辁材下，纵复受赏，犹之辱也。	于是伍员知光有他志，乃求勇士专诸，见之光。	24, 24	18, 18	f
令民家有三年畜蔬食，以备湛旱、岁不为。	王刚中见其诗，甚为称赏。	17, 17	8, 8	f
苟其人之恶	微夫人之力不及此	3, 3	3, 3	f
主人以宾揖，先入。	齐桓公独以管仲谋伐莒，而国人知之。	2, 2	4, 4	t
建奏事于上前，即有可言，屏人乃言极切；至廷见，如不能言者。	故秋霜降者草花落，水摇动者万物作，此必然之效也。	27, 27	4, 4	f
少以犯众，弱以侮强，忿怒不量力者，兵共杀之。	尧无百户之郭，舜无置锥之地，以有天下。	1, 1	14, 14	t
少纵则逝矣	则物与我皆无尽也	2, 2	0, 0	t
子将大灭卫乎？抑纳君而已乎？	呜呼！孰知赋敛之毒，有甚是蛇者乎！	5, 5	15, 15	f
其必曰“先天下之忧而忧，后天下之乐而乐”乎	使毕其事	0, 0	2, 2	f
礼之用，和为贵；先王之道，斯为美。	春秋二百四十二年，变异为众，莫若日蚀大。	5, 5	11, 11	t
无伤也，是乃仁术也。	危险而不知危险，是乃真危险。	5, 5	9, 9	t
总之，许多青年，从东江起，而上海，而武汉，而江西，为革命战斗了。	忽然，诗人从中出现了，由小而大，由远而近。	13, 13	13, 13	t
是未知所以自胜之道	所以游目骋怀，足以极视听之娱	7, 7	12, 12	t
意再拜曰：‘某，微品也。而公为之名字，荣逾万金之赐。’	乃赐八尺珊瑚一树，龙脑香一帖，明珠百颗，八宝嵌金合一双，为作嫁资。	14, 14	28, 28	t
教之为吟哦声	吾妻之美我者	1, 1	2, 2	f
﹝公孙度﹞越海收东莱诸县，为营州刺史。	自澶渊讲和以来，百姓自相团结，为弓箭社，不论家业高下，户出一人。	13, 13	15, 15	t
瑶轩绮构何崔嵬，鸾歌凤吹清且哀。	肃王不视，且听且行，若不经意。	13, 13	5, 5	f
此之树上将生美果。	公罔之裘。	1, 1	2, 2	t
吾妻之美我者，私我也；妾之美我者，畏我也；客之美我者，欲有求于我也。	以弱为强者，非惟天时，抑亦人谋也。	5, 5	4, 4	t
立天之道曰阴与阳，立地之道曰柔与刚，立人之道曰仁与义。	汉军士马死者十余万，兵甲转漕之费不与焉。	6, 6	17, 17	f
其在鸟则雄为阳，雌为阴。	岂薪槱之道未弘？为网罗之目尚简？	5, 5	8, 8	f
臣子之不孝君父	人之有是四端也	2, 2	1, 1	t
非据孰敢为之	先王之济五味也	5, 5	2, 2	f
侍中周毖、城门校尉伍琼、议郎何颙等，皆名士也，卓信之，而阴为绍。	欲如伍被计，使人为得罪而西。	29, 29	8, 8	f
乳母抱弄于书屏下	欲有求于我也	4, 4	3, 3	f
不若于道者，天绝之也。	旦夕西去，回望逾远，后会无期，惟万万若时自重。	1, 1	18, 18	t
以故名高一时	以资政殿学士行	0, 0	0, 0	f
夫见无礼于其君者，若鹰鹯之逐鸟雀	吾之不可负桓侯，犹桓侯之不负国也	12, 12	11, 11	t
故往贷粟于监河侯	彼竭我盈，故克之	0, 0	5, 5	t
卒以吾郡之发愤一击	哀斯墓之徒有其石也	4, 4	3, 3	t
若网在纲，有条而不紊；若农服田力穑，乃亦有秋。	若有人兮山之阿，被薜荔兮带女萝。	0, 0	0, 0	f
日月逝矣，岁不我与。	岁忽忽而日迈兮，寿冉冉其不与。	8, 8	13, 13	t
古之贤人，皆负可致之才	将之荆，先之以冉有，申之以子夏	9, 9	11, 11	f
乃记之而去	乃石性坚重	0, 0	0, 0	f
宰相武公元衡之出剑南，奏夺为观察推官。	孔夫子之在中国，是权势者们捧起来的。	6, 6	3, 3	t
神宗览之恻然	臣之壮也，犹不如人	3, 3	1, 1	f
齐人无以仁义与王言者，岂以仁义为不美也？	皇帝不使吏与其间，赦大王，甚厚。	6, 6	5, 5	f
其陈桓公之谓乎？	吾闻圣人不相，殆先生乎？	6, 6	10, 10	t
君子与小人，不系父母且。	多乐无悲，魂亟归且。	10, 10	8, 8	t
謼尔而与之，行道之人弗受；蹴尔而与之，乞人不屑也。	不要为玩弄技巧而写诗。	2, 2	7, 7	t
三代之兴	知诸侯之不可复	2, 2	3, 3	f
如或知尔	人固有一死，或重于泰山，或轻于鸿毛。	1, 1	12, 12	t
公子曰：‘所不与舅氏同心者，有如白水！’	使其主有大失于上，臣有大罪于下，索国之不亡者，不可得也。	12, 12	21, 21	t
﹝公﹞告郈孙，郈孙以可，劝。	将军苏建，杜陵人，以校尉从卫将军青，有功，为平陵侯。	9, 9	9, 9	f
汝多修扞我于艰，若汝予嘉。	若有人兮山之阿，被薜荔兮带女萝。	8, 8	0, 0	t
汉复遣大将军卫青将六将军，兵十余万骑，乃再出定襄数百里击匈奴。	款乃，棹船相应声。	19, 19	1, 1	t
只要嫁个读书官人，教授却是要也不？	烛坐勿寐，我往视新妇来也未。	14, 14	11, 11	t
既而以吴民之乱请于朝。	均之二策，宁许以负秦曲	2, 2	7, 7	f
即更刮目相待	是日更定矣	1, 1	2, 2	f
为高必因丘陵，为下必因川泽。	隐遯山谷，因穴为室。	3, 3	5, 5	t
主人以宾揖，先入。	晋阳处父聘于卫，反过宁，宁嬴从之，及温而还。其妻问之，嬴曰：‘以刚。’	2, 2	31, 31	f
今二子者，君生则纵其惑，死又益其侈，是弃君于恶也，何臣之为？	今复若能杀彼师子，除一大害，真为奇特。	28, 28	15, 15	f
览椒兰其若兹兮，又况揭车与江离。	溱与洧，浏其清矣。士与女，殷其盈矣。	3, 3	5, 5	f
陛下焉得同臣于物乎	于是焉河伯欣然自喜	2, 2	2, 2	f
若网在纲，有条而不紊；若农服田力穑，乃亦有秋。	若民，则无恒产，因无恒心。	0, 0	0, 0	f
曹公众弱，其得我必喜。	嵎夷既略，潍淄其道。又淮沂其乂，蒙羽其艺。	5, 5	7, 7	f
故民入川泽山林，不逢不若，魑魅罔两，莫能逢之。	大木之有奇灵者为若。	11, 11	8, 8	f
徒以有先生也	静以修身，俭以养德	1, 1	6, 6	f
自是一境平静，以善誉闻　　	以先国家之急而后私仇也	7, 7	0, 0	f
齐人无以仁义与王言者，岂以仁义为不美也？	箭本小弟所拾，原系他向天暗卜的。只是小弟当时不知其故，不曾与兄取得此箭在手。	6, 6	29, 29	t
儒家之宗，孔子也；墨家之祖，墨翟也。且案儒道传而墨法废者，儒之道义可为，而墨之法议难从也。	且往观乎！孔颖达疏：且复更往观乎。	18, 18	0, 0	f
你倒未曾接我，且敢争我不拜？	宾王亦落发，遍游名山，至灵隐，以周岁卒。当时虽败，且以匡复为名，故人多护脱之。	7, 7	25, 25	f
问者惭而退	于是秦人拱手而取西河之外	3, 3	6, 6	t
若不可寄至其家	若知我不降明	1, 1	3, 3	f
已而！已而！今之从政者殆而！	吁！汉帝之德，侯其祎而！	1, 1	10, 10	t
芟刈股肱，独任胸臆，可为寒心。	既云血化，安有鬼为？	11, 11	8, 8	f
陵军五千人，兵矢既尽，士死者过半，而所杀伤匈奴亦万余人，且引且战。	这许多年来，就靠着这种指引，我们的人民且战且走，且走且战，一直走到胜利，走到今天。	28, 28	19, 19	t
鱼肠胃伦肤若九，若十有一，下大夫则若七若九。	使得西属大将军当一校之队，若东属大司马统偏师之任。	5, 5	13, 13	t
故其言和而多端	劳苦而功高如此	4, 4	2, 2	t
苟力而不已	吾尝终日而思矣	2, 2	4, 4	f
乃重修岳阳楼	乃不知有汉	0, 0	0, 0	f
﹝重耳﹞乞食于野人，野人与之块。	数日，号令召三老、豪杰与皆来会计事。	12, 12	11, 11	f
其在鸟则雄为阳，雌为阴。	吾为祐之合，乃天也，非媒氏之力也。	5, 5	1, 1	f
秦之与魏，譬若人之有腹心疾，非魏并秦，秦即并魏。	将渡江于中流，要离力微，坐与上风。	2, 2	13, 13	t
昔谏大夫郑昌有言：‘山有猛兽者，藜藿为之不采。’	官吏豪杰与计坚守者十人。	14, 14	8, 8	f
景王问于苌弘曰：‘今兹诸侯何实吉？何实凶？’	赐也何敢望回？	13, 13	2, 2	f
败秦于注。	人哗于前，日射于后。	2, 2	2, 2	t
无怀氏之民欤	高卧北窗之下	3, 3	4, 4	t
谢车骑问谢公：‘真长性至峭，何足乃重？’	乃命羲和。	16, 16	0, 0	f
他年我若为青帝，报与桃花一处开。	冯妇无可奈何，只得借游西湖为名，请了杨夫人、小六娘到船。	4, 4	13, 13	f
余之碑野庙也	生物之以息相吹也	5, 5	7, 7	t
与为一声之转，故为有与义，与亦有为义。	吾为祐之合，乃天也，非媒氏之力也。	1, 1	1, 1	t
周公属籍致政，北面委质而臣事之，请而后为，复而后行。	身处、志往，存亡也。霍、为，性故也。贾、宜，贵贱也。	19, 19	12, 12	f
诚子书	以荻画地学书	2, 2	5, 5	f
乐土乐土，爰得我所。	倒也安心乐业的，自为得所。	8, 8	11, 11	t
若任情失正，文其殆哉！	若做了官就不得见面，这官就不做他也罢！	0, 0	0, 0	t
故虽有名马	名之者谁	3, 3	0, 0	f
长铗归来乎！食无鱼。	语所谓暗合道妙者，而反以此相诋讥，抑何其不谅乎！	4, 4	22, 22	t
人主出入起居之节	师道之不传也久矣	6, 6	2, 2	f
今夫与人相若也，无丰年旁入之利，而独以完给者，非力则俭也。	今其室十无四五焉，非死则徙尔。	25, 25	11, 11	t
除疾之道，极其候证，询其嗜好，察致疾之由来，观而人之所患，则穷其病之始终也。	不要为玩弄技巧而写诗。	23, 23	7, 7	f
吾妻之美我者，私我也；妾之美我者，畏我也；客之美我者，欲有求于我也。	人君无愚智贤不肖，莫不欲求忠以自为，举贤以自佐，然亡国破家相随属，而圣君治国累世而不见者，其所谓忠者不忠，而所谓贤者不贤也。	5, 5	43, 43	t
寺僧使小僮持斧，于乱石间，择其一二叩之，硿硿然。	狼曰：‘丈人知其一，未知其二。’	14, 14	7, 7	t
内难而能正其志，箕子以之。	水底偶平不平，而声以鸣不鸣。	10, 10	9, 9	t
君其且调弦，桂酒妾行酌。	此因理直而言不得不直，非彼此有故渎之意也，弟其宽心勿畏可也。	1, 1	22, 22	t
乐土乐土，爰得我所。	早日羁游所，春风送客归。	8, 8	4, 4	t
用其二三十万为河伯取妇。	虞常等七十余人欲发，其一人夜亡，告之。	1, 1	10, 10	t
为民上而不与民同乐者	狗彘食人食而不知检	4, 4	6, 6	t
及其家穿井	及死之日	0, 0	0, 0	t
鼓咽咽，醉言舞，于胥乐兮。	王于兴师，修我戈矛，与子同仇。	8, 8	1, 1	t
瑶轩绮构何崔嵬，鸾歌凤吹清且哀。	但是那执刀的手，发出夺目的金光，灿灿的不止一道，尤其觉得庄严且宝贵。	13, 13	30, 30	t
若尽杀之，是驱天下以资凶逆也	王啐后以推择拜大理评事、龙门令	9, 9	3, 3	f
声非加疾也，而闻者彰。	令作诗，不能称前时之闻	7, 7	10, 10	f
然余居于此	鸡栖于厅	3, 3	2, 2	t
旦夕西去，回望逾远，后会无期，惟万万若时自重。	雨旸时若，善也。	18, 18	3, 3	t
其后欲以长社为行台治所	可以无悔矣，其孰能讥之乎	0, 0	6, 6	f
此数四者，用兵之患也，而操皆冒行之。	这二者那一种有利些，请加研究。	3, 3	2, 2	t
览椒兰其若兹兮，又况揭车与江离。	天其弗识，人胡能觉？	3, 3	1, 1	t
行拂乱其所为	安陵君其许寡人	3, 3	3, 3	f
以邦事作龟之八命：一曰征，二曰象，三曰与。	生与来日，死与往日。	19, 19	1, 1	f
夫夷以近，则游者众；险以远，则至者少。	婉婉夫人，有籍宫门。克承其后，以嫁以婚。	2, 2	15, 15	f
赵尧进请问曰：‘陛下所为不乐？非为赵王年少而戚夫人与吕后有却邪？’	问帝崩所病？颜师古注：因何病而崩。	10, 10	3, 3	t
若忧毁灭性，谁养母邪	若使烛之武见秦君，师必退	5, 5	8, 8	t
﹝王吉﹞皆好车马衣服，其自奉养极为鲜明，而亡金银锦绣之物。	王刚中见其诗，甚为称赏。	16, 16	8, 8	t
河曲智叟亡以应	以君之力	5, 5	0, 0	f
攀援而登	自远而至	2, 2	2, 2	t
高岸为谷，深谷为陵。	他立刻感觉他们两个有故示骄傲的意思，便从揣想转而为愤怒。	2, 2	24, 24	t
以资政殿学士行	是时以大中丞抚吴者为魏之私人毛一鹭	0, 0	2, 2	t
面山而居	山肴野蔌，杂然而前陈着，太守宴也	2, 2	7, 7	t
昔僧徒一万八千，今渐减少，并学大乘，寂定为业。	侍中周毖、城门校尉伍琼、议郎何颙等，皆名士也，卓信之，而阴为绍。	20, 20	29, 29	f
小惠未遍，民弗从也。	彼显有所出事，迺自以为也故，说者与知焉，则身危。	8, 8	11, 11	f
南冥者，天池也。	此开卷第一回也。	6, 6	6, 6	t
燧诘其故	虞常等七十余人欲发，其一人夜亡	2, 2	10, 10	t
则施施而行	其冲然角列而上者	3, 3	5, 5	t
汝则有大疑，谋及乃心。	虽然再三，则渎，亦恐徒劳耳。	1, 1	5, 5	t
若闻蔡将先卫，信乎？	若做了官就不得见面，这官就不做他也罢！	0, 0	0, 0	f
叔孙、武孙毁仲尼，子贡曰：‘无以为也！’	子路入，及门，公孙敢阖门，曰：‘毋入为也！’	16, 16	18, 18	t
是而子杀余之弟也。	铤而走险，急何能择？	1, 1	1, 1	f
顺木之天，以致其性	取吏之不在职而寓于境者	2, 2	2, 2	f
元发虑流民且至，将蒸为疠疫。	臣死且不避，卮酒安足辞！	7, 7	5, 5	f
争得大裘长万丈，与君都盖洛阳城。	也拟与愁排遣，奈江山遮拦不断。	8, 8	2, 2	t
蟡者一头而两身，其形若蛇，其长八尺，以其名呼之，可以取鱼鳖。	泠向谓秦王曰：‘向欲以齐事王，使攻宋也。	18, 18	10, 10	t
朔来朔来，受赐不待诏，何无礼也！拔剑割肉，壹何壮也！	入门两眼何悲凉！稚子低眉老妻哭。	11, 11	4, 4	t
是故为川者决之使导	不足为外人道也	2, 2	2, 2	f
荒政之施，莫此为大。	既云血化，安有鬼为？	7, 7	8, 8	f
盛德若不足亦	若是则已矣	2, 2	0, 0	f
且往观乎！孔颖达疏：且复更往观乎。	葵丘之会，天子使宰孔致胙于桓公，曰：‘余一人之命有事于文、武，使孔致胙。’且有后命曰：‘以尔自卑劳，实谓尔伯舅，无下拜。’	0, 0	37, 37	t
有典有则，贻厥子孙。	则亦法也。典、法、则所用异，异其名也。	3, 3	0, 0	t
巍巍乎其有成功也，焕乎其有文章！	美哉！煌煌乎柑不如矣。	2, 2	5, 5	t
夫夷以近，则游者众；险以远，则至者少。	旧不必良，以犯天忌，我必克之。	2, 2	5, 5	f
浩歌起舞夜何其？北斗磊落明河移。	夜半，问夜何其，对者以亥正。	6, 6	6, 6	t
自古无道之国，水犹不冒城郭。今政治和平，世无兵革，上下相安，何因当有大水一日暴至？此必讹言也。	众人不知话内有因。	31, 31	7, 7	t
肃王不视，且听且行，若不经意。	水月亭前且杨柳，集芳园下尽荷花。	5, 5	4, 4	f
大兄何见事之晚乎	下车引之	5, 5	3, 3	f
则我姓裴名迪，关中人也。	则你这安西府汉子，姓甚名谁？	0, 0	0, 0	t
汝则有大疑，谋及乃心。	今闻章邯降项羽，项羽乃号为雍王，王关中。今则来，沛公恐不得有此。	1, 1	21, 21	t
人非生而知之者	小学而大遗	3, 3	2, 2	f
若从君惠而免之，以赐君之外臣首，首其请于寡君而以戮于宗，亦死且不朽。	帝曰：‘今故告之，反怒为！殊不可晓也。’颜师古注：故以许美人产子告汝，何为反怒？	6, 6	7, 7	t
吾尝跂而望矣	犹且从师而问焉	3, 3	4, 4	f
跂首而望之	弃甲曳兵而走	2, 2	4, 4	t
为高必因丘陵，为下必因川泽。	若民，则无恒产，因无恒心。	3, 3	8, 8	f
相思若循环，枕席生流泉。	在这样的天地的全局里，地球已若一微尘人更数不上了，只好算微尘之微尘吧！	2, 2	14, 14	t
四时之景不同	至若春和景明	3, 3	4, 4	f
方其遗之	之初此小大之辩也	3, 3	5, 5	f
宁正言不讳，以危身乎？将从俗富贵，以媮生乎？	夫古之为臣者，于此乎？于彼乎？	9, 9	9, 9	t
遂与羽等齐位	遂反溯流逆上矣	0, 0	0, 0	t
况吾与子渔樵于江渚之上	而雪与人膝齐	2, 2	2, 2	f
即为书以意属阳庆，以故知庆。	屠耆单于使日逐王先贤掸兄右奥鞬王为乌藉都尉各二万骑，屯东方以备呼韩邪单于。	1, 1	16, 16	f
予独爱莲之出淤泥而不染	花之隐逸者也	4, 4	1, 1	f
且以喜乐，且以永日。	不过这几天不行，且等一等罢。	0, 0	8, 8	t
以为顺流下矣	以一铜佛置案上	0, 0	0, 0	f
昔僧徒一万八千，今渐减少，并学大乘，寂定为业。	吾为祐之合，乃天也，非媒氏之力也。	20, 20	1, 1	f
俟我于著乎而，充耳以素乎而，尚之以琼华乎而。	已而！已而！今之从政者殆而！	5, 5	1, 1	t
盖以莫大之冤，	理不可夺不赂者以赂者丧	1, 1	7, 7	t
王侯将相宁有种乎？	圣人都欢喜辩证，何况咱们后生小子乎！	7, 7	16, 16	t
诸将以万人若以一群降者，封万户。	以木若泥为钟则无声，声果在虚器之中乎？	5, 5	2, 2	t
宫之奇以其族行。	王诱妾以儿来，寻逐妾，杀儿，焚之。	3, 3	3, 3	t
夜如何其？夜未央。	夜半，问夜何其，对者以亥正。	3, 3	6, 6	t
君子见几而作，不俟终日。	学而时习之，不亦说乎？	4, 4	1, 1	t
廉者憎贪	千万人悦者，盖云当也	1, 1	4, 4	f
总之，许多青年，从东江起，而上海，而武汉，而江西，为革命战斗了。	使天下为善者可而劝也，为暴者可而沮也。	13, 13	7, 7	f
参乎！吾道一以贯之。	微之乎，子真安而乐之者！	1, 1	2, 2	t
但见杨双膝跪地	但当涉猎	0, 0	0, 0	t
请京，使居之。	渊深而鱼生之，山深而兽往之，人富而仁义附焉。	5, 5	5, 5	t
秉烛为之	吾欲之南海何如？	3, 3	2, 2	f
及七君而天下为秦。使天下为秦者，商君也。	春秋二百四十二年，变异为众，莫若日蚀大。	6, 6	11, 11	f
为坛于南方北面，周公立焉。	长为南山固，永与朝日明。	0, 0	1, 1	f
笾豆有且，侯氏燕胥。	有旨者酒，欢其且矣。	3, 3	7, 7	t
三号而出	狗彘食人食而不知检	2, 2	5, 5	f
若网在纲，有条而不紊；若农服田力穑，乃亦有秋。	功可以窃，而罪可以诿，莫阁臣若。	0, 0	14, 14	t
言大臣废退，当阖门惶惧，为可怜之意，不当治产业，通宾客。	夜叉等霁狞毒，为戚施之颜，肘行而前。	12, 12	7, 7	t
在这样的天地的全局里，地球已若一微尘人更数不上了，只好算微尘之微尘吧！	若方在童稚时，受母氏之笞督，至今犹栗栗危惧。	14, 14	0, 0	f
攻而必取者，攻其所不守也。	以弱为强者，非惟天时，抑亦人谋也。	4, 4	4, 4	t
声非加疾也，而闻者彰。	其闻道也固先乎吾	4, 4	3, 3	f
益州既定	既加冠益慕圣贤之道	0, 0	3, 3	t
善人为邦百年，亦可以胜残去杀矣。	克告于君，君为来见也。	2, 2	6, 6	f
恩及草木，则树木华美，而朱草生；恩及鳞虫，则鱼大为。	郴江幸自绕彬山，为谁流下潇湘去？	24, 24	8, 8	f
何足为烦	何其衰也	0, 0	0, 0	f
子貌朴而志端	劳苦而功高如此	3, 3	2, 2	t
以弱为强者，非惟天时，抑亦人谋也。	所以要为召开‘八大’而斗争者，就是要把缺点、错误改正。	4, 4	13, 13	t
王符之为《潜夫论》也，仲长统之造《昌言》也，崔寔之述《政论》也，皆辨章功实，而深嫉浮淫靡靡，比于《五蠹》。	天下熙熙，皆为利来；天下攘攘，皆为利往。	3, 3	6, 6	f
人君无愚智贤不肖，莫不欲求忠以自为，举贤以自佐，然亡国破家相随属，而圣君治国累世而不见者，其所谓忠者不忠，而所谓贤者不贤也。	所以要为召开‘八大’而斗争者，就是要把缺点、错误改正。	43, 43	13, 13	t
我固知齐军怯，入吾地三日，士卒亡者过半矣。	马之千里者，一食或尽粟一石。	16, 16	4, 4	t
子墨子解带为城，以牒为械。	所来为宗族，亦不为盘飧。	5, 5	2, 2	f
圣人非所与熙也。	或曰：‘东方物所始生，西方物之成孰。’	3, 3	7, 7	f
桓公之与戎狄，驱之尔。	秦之与魏，譬若人之有腹心疾，非魏并秦，秦即并魏。	3, 3	2, 2	t
这两句文虽甚浅，其意则深。	他们则爱他的师傅，一近身时就潇洒快乐了许多。	10, 10	2, 2	t
而余亦悔其随之而不得极夫游之乐也	并自为其名	4, 4	3, 3	t
刀兵盗贼水旱饥荒，又接连而起。	晋平公问于祁黄羊曰：‘南阳无令，其谁可而为之？’	12, 12	19, 19	f
而招怀抚谕，视之如伤	屈平疾王听之不聪也	7, 7	5, 5	f
孟尝君忧之，问左右：‘何人可使收债于薛者？’	如在户，则宜高其户耳，谁而及之者？	19, 19	15, 15	t
公孙卿言见神人东莱山，若云‘见天子’。	余曾注谢皋羽《西台恸哭记》，以未得见张孟兼注为恨，曹叔则出其注示之，则颇疏诞，余之注若未可废也。	11, 11	42, 42	t
不若居高养蒙，不为世网所羁，颇以李白为则。	这期间，不顾一切阻挠以身作则做一个开路先锋的便是许倩如。	19, 19	13, 13	t
继自今立政，其勿以𪫺人。	礼之以，和为贵。	8, 8	2, 2	t
君子有酒，旨且多。	闻章氏子弟多才且贤，而余不获交其一二，是则余之陋也。	6, 6	7, 7	t
谁知宝玉昨儿见了他，也就留心，想着指名唤他来使用，一则怕袭人等多心，二则又不知他是怎么个情性，因而纳闷。	汝有戕则在乃心。	26, 26	3, 3	f
狱成而孚，输而孚。	士不偏不党，柔而坚，虚而实。	2, 2	7, 7	t
为神农之言，即治神农之道也。	与为一声之转，故为有与义，与亦有为义。	0, 0	1, 1	f
赵见我走，必空壁逐我，若疾入赵壁，拔赵帜，立汉赤帜。	呼儿语若：后五百岁，俾饱而玄孙。	11, 11	3, 3	t
以此三世显名于诸侯	策之不以其道	0, 0	3, 3	f
但是那执刀的手，发出夺目的金光，灿灿的不止一道，尤其觉得庄严且宝贵。	肃王不视，且听且行，若不经意。	30, 30	5, 5	f
晋侯赏从亡者，介之推不言禄。	公罔之裘。	8, 8	2, 2	t
因泣下沾衿，与武决去	践华为城，因河为池	0, 0	5, 5	f
骈死于槽枥之间	宋君令人问之于丁氏	2, 2	6, 6	f
铜则，重一百斤。黄字号。	汝有戕则在乃心。	1, 1	3, 3	f
人君无愚智贤不肖，莫不欲求忠以自为，举贤以自佐，然亡国破家相随属，而圣君治国累世而不见者，其所谓忠者不忠，而所谓贤者不贤也。	以弱为强者，非惟天时，抑亦人谋也。	43, 43	4, 4	t
人皆以之，莫知其名。人皆用之，莫见其刑(形)。	礼之以，和为贵。	2, 2	2, 2	t
岂与夫庸儒末学，文过饰非，使夫问者缄辞杜口，怀疑不展，若斯而已哉？	五十不从力政，六十不与服戎，七十不与宾客之事。	1, 1	10, 10	f
故民入川泽山林，不逢不若，魑魅罔两，莫能逢之。	外不能战，内不能守，虽尧为主不能以不臣谐所谓不若之国。	11, 11	23, 23	t
降霍叔于庶人。	髦士攸宜，宜之于假，永受保之。	3, 3	7, 7	t
公辨其声，而目不可开	此何地也？而汝来前	5, 5	5, 5	t
他年我若为青帝，报与桃花一处开。	那些对他开玩笑的人，范围是颇为宽广的。	4, 4	14, 14	f
所以传道受业解惑也	乡为身死而不受	4, 4	6, 6	f
皆若空游无所依	曾不若妻弱子。	1, 1	2, 2	f
王诱妾以儿来，寻逐妾，杀儿，焚之。	路旁多行人，一南一以北。南北遂分手，去去焉所极。	3, 3	9, 9	f
乐土乐土，爰得我所。	造父曰：‘唯命所从。’	8, 8	7, 7	f
年月日，季父愈，闻汝丧之七日，乃能衔哀致诚，使建中远具时羞之奠，告汝十二郎之灵。	又台下入海十余里，复有一碑，每海潮退时，乃可见。	15, 15	20, 20	t
其子某至自天台以柩归	敛赀财以送其行	0, 0	5, 5	f
以辱先人	夫夷以近，则游者众	0, 0	2, 2	f
及瓜皮落地	将复何及	0, 0	3, 3	f
今大夫老，而又不自安恬逸，而处以念恶，出则罪吾众。	故有道以御人，无道则制于人。	15, 15	3, 3	t
因追忆之	未若柳絮因风起	0, 0	4, 4	f
机发吐丸，而蟾蜍衔之	尝一龙机而地不觉动	5, 5	4, 4	f
尚未熟悉于足下，何从便得之也。	来信于我的诗，奖誉太过。	4, 4	2, 2	t
我咸成文王，功于不怠。	业精于勤，荒于嬉；行成于思，毁于随。	7, 7	2, 2	t
夫迷知反，往哲是与。	立天之道曰阴与阳，立地之道曰柔与刚，立人之道曰仁与义。	8, 8	6, 6	f
每假借于藏书之家	咨臣以当世之事	6, 6	5, 5	t
小池聊养鹤，闲田且牧猪。	不过这几天不行，且等一等罢。	8, 8	8, 8	t
代、上党不战而已为秦矣。	三年，羽数击绝汉甬道，汉王食乏，请和，割荥阳以西为汉。	8, 8	24, 24	t
明王奉若天道，建邦设都。	不若于道者，天绝之也。	3, 3	1, 1	t
其曾任五品已上清资官以礼去职者，所司具录名奏，老疾不堪厘务者与致仕。	夫子至于是邦也，必闻其政，求之与？抑与之与？	30, 30	15, 15	f
齐侯将为臧纥田。	今复若能杀彼师子，除一大害，真为奇特。	3, 3	15, 15	f
好令京城少年为妇人服饰，入殿歌舞，与后宫观之。	众谓当尔，臣为不然。	6, 6	6, 6	f
但以刘日薄西山	臣无祖母，无以至今日	3, 3	9, 9	f
乃不知有汉	汝乃何人	0, 0	1, 1	f
风雨兴焉	则耻师焉	3, 3	3, 3	f
若归，试私从容问而父。	小属而支，大生而孥，恺悌祗敬，用底于理。	8, 8	2, 2	t
当是未饥	则是无信	1, 1	1, 1	t
草木生之，禽兽居之。	渊深而鱼生之，山深而兽往之，人富而仁义附焉。	3, 3	5, 5	t
我罔为臣仆。	高祖为布衣时，尝数从张游。	2, 2	2, 2	t
难于上青天	以其无礼于晋	1, 1	4, 4	f
夜叉等霁狞毒，为戚施之颜，肘行而前。	适当世明主之意，则有直任布衣之士，立为卿相之处。	7, 7	18, 18	f
今二子者，君生则纵其惑，死又益其侈，是弃君于恶也，何臣之为？	小二道：‘﹝焦大郎﹞有便有些产业，也不为十分富厚。’	28, 28	19, 19	t
崇重旧臣，乃加浑兵	持兵乃吏属绛衣	5, 5	2, 2	f
士不为便，而还其故	秦以城求璧而赵不许，曲在赵	4, 4	9, 9	f
意再拜曰：‘某，微品也。而公为之名字，荣逾万金之赐。’	为归汶阳之田故，诸侯贰于晋。	14, 14	0, 0	f
若也利虽倍于今，而不便于后，弗为也；安虽长久，而以私其子孙，弗行也。	欲劝人为孝，则举一孝子出名，但有一行可纪，则不必尽有其事，凡属孝亲所应有者，悉取而加之。	15, 15	3, 3	t
故幸而得免	俄而百千人大呼	2, 2	1, 1	f
古者未有君臣上下之时，民乱而不治。	今者久留陈蔡之间，诸大夫所设行者非仲尼之意。	1, 1	1, 1	t
罴意嫌之	意与日去	1, 1	0, 0	f
淳于髡之徒礼倨	徒以有先生也	4, 4	0, 0	f
建章、未央、长乐宫钟虡铜人皆生毛，长一寸所。	赐云肩飞鱼服，与春饼之宴。宴之不举者，三十年所矣。	20, 20	22, 22	t
乃命羲和。	边遽乃至。	0, 0	2, 2	f
蒙辞以军中多务	未尝稍降辞色	1, 1	4, 4	f
殷之即丧！指乃功，不无戮于尔邦？	孔夫子之在中国，是权势者们捧起来的。	1, 1	3, 3	t
